id,label,original,modality
fLPEAElOWho_000148,playing cymbal,False,AV
fLPEAElOWho_000148,playing drum kit,False,AV
fLPEAElOWho_000148,playing snare drum,False,AV
fLPEAElOWho_000148,playing timbales,False,-
fLPEAElOWho_000148,playing timpani,False,-
fnj0Bhpamqo_000115,car engine idling,False,AV
fnj0Bhpamqo_000115,plastic bottle crushing,False,A
fnj0Bhpamqo_000115,playing synthesizer,False,-
fnj0Bhpamqo_000115,splashing water,False,-
fnj0Bhpamqo_000115,spraying water,False,-
fnj0Bhpamqo_000115,squishing water,True,-
ftxxMmqrYQ8_000003,snake rattling,True,AV
ftxxMmqrYQ8_000003,wind noise,False,A
fumA4irXnyQ_000030,dog barking,False,A
fumA4irXnyQ_000030,fire crackling,True,-
gLPkzyEy--c_000876,people eating,False,-
gLPkzyEy--c_000876,people eating apple,True,AV
gVDOQ2ke0bQ_000174,airplane,False,-
gVDOQ2ke0bQ_000174,airplane flyby,False,-
gVDOQ2ke0bQ_000174,barn swallow calling,True,AV
gVDOQ2ke0bQ_000174,"bird chirping, tweeting",False,AV
gVDOQ2ke0bQ_000174,"engine accelerating, revving, vroom",False,-
gd77_8KaHc8_000000,pig oinking,True,A
gflvYpShFzo_000001,playing tuning fork,True,AV
h5gvpYSIifs_000080,"female speech, woman speaking",False,AV
h5gvpYSIifs_000080,"male speech, man speaking",False,AV
h5gvpYSIifs_000080,playing glockenspiel,False,-
h5gvpYSIifs_000080,"playing marimba, xylophone",True,A
hK3V1i7MSHY_000020,baby babbling,True,-
hK3V1i7MSHY_000020,female singing,False,-
hK3V1i7MSHY_000020,male singing,False,A
hK3V1i7MSHY_000020,people crowd,False,AV
hK3V1i7MSHY_000020,playing bass guitar,False,-
hK3V1i7MSHY_000020,playing double bass,False,-
hK3V1i7MSHY_000020,playing trumpet,False,-
hsch-EsQFlU_000021,"bird chirping, tweeting",False,-
hsch-EsQFlU_000021,eagle screaming,True,AV
hyNm8rXY2-g_000003,"alligators, crocodiles hissing",True,V
hyNm8rXY2-g_000003,cricket chirping,False,-
hyNm8rXY2-g_000003,"female speech, woman speaking",False,-
hyNm8rXY2-g_000003,"male speech, man speaking",False,A
hyNm8rXY2-g_000003,wind noise,False,-
i39ZIS_58UY_000000,ambulance siren,False,-
i39ZIS_58UY_000000,car passing by,False,V
i39ZIS_58UY_000000,lighting firecrackers,True,-
i39ZIS_58UY_000000,machine gun shooting,False,-
i39ZIS_58UY_000000,police car (siren),False,-
iCaMiydCvFI_000061,"bird chirping, tweeting",False,-
iCaMiydCvFI_000061,bird squawking,False,-
iCaMiydCvFI_000061,penguins braying,True,AV
iJ6DxdwyDeE_000064,"bird chirping, tweeting",False,AV
iJ6DxdwyDeE_000064,chicken clucking,True,AV
iMNEd2l5Ff8_000030,female singing,False,-
iMNEd2l5Ff8_000030,firing cannon,True,AV
iMNEd2l5Ff8_000030,male singing,False,A
iMNEd2l5Ff8_000030,"male speech, man speaking",False,-
iMNEd2l5Ff8_000030,playing drum kit,False,A
iMNEd2l5Ff8_000030,playing piano,False,-
iMNEd2l5Ff8_000030,playing synthesizer,False,A
iMNEd2l5Ff8_000030,rapping,False,A
ibCQVMd2SBM_000030,female singing,False,-
ibCQVMd2SBM_000030,mouse clicking,False,V
ibCQVMd2SBM_000030,mouse squeaking,True,-
ibCQVMd2SBM_000030,playing drum kit,False,A
ibCQVMd2SBM_000030,playing electric guitar,False,A
ibCQVMd2SBM_000030,playing synthesizer,False,-
ibCQVMd2SBM_000030,typing on computer keyboard,False,-
iiAK295_-jk_000021,baby crying,True,A
iiAK295_-jk_000021,car passing by,False,-
iiAK295_-jk_000021,"female speech, woman speaking",False,A
iiAK295_-jk_000021,playing double bass,False,-
iiAK295_-jk_000021,playing drum kit,False,-
iiAK295_-jk_000021,playing synthesizer,False,-
imo0-muPdy0_000030,cat growling,False,-
imo0-muPdy0_000030,cat hissing,False,-
imo0-muPdy0_000030,cat meowing,False,-
imo0-muPdy0_000030,cat purring,True,AV
jDSo2g-tW98_000019,chipmunk chirping,True,AV
jEP-WEblweY_000115,"railroad car, train wagon",False,-
jEP-WEblweY_000115,train horning,True,AV
jR-H47v1arg_000080,"bird chirping, tweeting",False,AV
jR-H47v1arg_000080,"pigeon, dove cooing",True,AV
jr1v6zC2ejk_000330,cupboard opening or closing,True,V
jr1v6zC2ejk_000330,door slamming,False,-
jr1v6zC2ejk_000330,opening or closing drawers,False,V
k0t8COy1a9c_000092,people eating noodle,True,-
k0t8COy1a9c_000092,"playing marimba, xylophone",False,-
k0t8COy1a9c_000092,playing piano,False,A
kaz5auB2okE_000126,"female speech, woman speaking",False,A
kaz5auB2okE_000126,people gargling,True,-
kaz5auB2okE_000126,playing synthesizer,False,-
kh77cZfsDvc_000089,bull bellowing,True,AV
kh77cZfsDvc_000089,cattle mooing,False,-
kh77cZfsDvc_000089,dog barking,False,-
kh77cZfsDvc_000089,wind noise,False,-
kh77cZfsDvc_000089,wind rustling leaves,False,-
kqnxnbVbO5Q_000023,"child speech, kid speaking",False,-
kqnxnbVbO5Q_000023,"female speech, woman speaking",False,A
kqnxnbVbO5Q_000023,"male speech, man speaking",False,-
kqnxnbVbO5Q_000023,people whistling,False,-
kqnxnbVbO5Q_000023,playing lacrosse,True,AV
lFM2QsQb6nA_000010,door slamming,False,AV
lFM2QsQb6nA_000010,"male speech, man speaking",False,A
lFM2QsQb6nA_000010,playing cymbal,True,A
lFM2QsQb6nA_000010,playing drum kit,False,-
lFM2QsQb6nA_000010,playing snare drum,False,-
lKTKLkLPwmI_000009,playing piano,False,-
lKTKLkLPwmI_000009,singing bowl,False,-
lKTKLkLPwmI_000009,sloshing water,False,-
lKTKLkLPwmI_000009,splashing water,False,-
lKTKLkLPwmI_000009,spraying water,False,-
lKTKLkLPwmI_000009,underwater bubbling,True,AV
lf_8Pp5QDng_000001,car engine idling,False,-
lf_8Pp5QDng_000001,"engine accelerating, revving, vroom",False,AV
lf_8Pp5QDng_000001,fire crackling,False,-
lf_8Pp5QDng_000001,"race car, auto racing",True,AV
lu1IALDsQVk_000474,bowling impact,True,AV
lu1IALDsQVk_000474,"male speech, man speaking",False,AV
lu1IALDsQVk_000474,playing drum kit,False,A
lu1IALDsQVk_000474,playing electric guitar,False,-
lu1IALDsQVk_000474,playing synthesizer,False,-
mE0qnyrn7qI_000585,air conditioning noise,False,-
mE0qnyrn7qI_000585,forging swords,True,AV
miT69L7G9iA_000140,child singing,False,AV
miT69L7G9iA_000140,"child speech, kid speaking",False,AV
miT69L7G9iA_000140,children shouting,False,-
miT69L7G9iA_000140,people babbling,True,AV
miT69L7G9iA_000140,people clapping,False,-
miT69L7G9iA_000140,playing drum kit,False,-
miT69L7G9iA_000140,playing electric guitar,False,A
miT69L7G9iA_000140,playing synthesizer,False,-
mjhlzNVpnXs_000026,air horn,True,-
mjhlzNVpnXs_000026,car passing by,False,AV
mjhlzNVpnXs_000026,foghorn,False,-
mjhlzNVpnXs_000026,"vehicle horn, car horn, honking",False,AV
mnH8IKZXmMs_000257,"male speech, man speaking",False,A
mnH8IKZXmMs_000257,people cheering,False,-
mnH8IKZXmMs_000257,people clapping,False,-
mnH8IKZXmMs_000257,playing drum kit,False,A
mnH8IKZXmMs_000257,playing electric guitar,False,A
mnH8IKZXmMs_000257,playing squash,True,AV
muEJOWzBod8_000021,bowling impact,False,-
muEJOWzBod8_000021,"male speech, man speaking",False,-
muEJOWzBod8_000021,people giggling,False,-
muEJOWzBod8_000021,people slapping,False,-
muEJOWzBod8_000021,striking bowling,True,AV
mxQ37FEFLKY_000030,"female speech, woman speaking",False,-
mxQ37FEFLKY_000030,"male speech, man speaking",False,AV
mxQ37FEFLKY_000030,people whispering,True,AV
nTkRP49OtCs_000159,"female speech, woman speaking",False,AV
nTkRP49OtCs_000159,people gargling,True,AV
nTkRP49OtCs_000159,people giggling,False,AV
nUdUlJtyPcg_000233,chopping food,True,AV
nUdUlJtyPcg_000233,"male speech, man speaking",False,A
nUdUlJtyPcg_000233,people crowd,False,A
nUdUlJtyPcg_000233,people whistling,False,A
nUs5SJyQPnM_000350,playing piano,False,AV
nUs5SJyQPnM_000350,playing sitar,True,AV
nUs5SJyQPnM_000350,playing tabla,False,AV
nb_7c2xPKYA_000400,female singing,False,AV
nb_7c2xPKYA_000400,"female speech, woman speaking",False,-
nb_7c2xPKYA_000400,male singing,False,-
nb_7c2xPKYA_000400,playing mandolin,True,AV
nwdZrUBojGs_000100,"female speech, woman speaking",False,AV
nwdZrUBojGs_000100,playing glockenspiel,False,-
nwdZrUBojGs_000100,playing harp,False,-
nwdZrUBojGs_000100,playing piano,False,-
nwdZrUBojGs_000100,playing vibraphone,True,A
oNyiXxPxENY_000196,ferret dooking,True,AV
oT8Vg7egGwI_000043,people booing,True,AV
oT8Vg7egGwI_000043,people cheering,False,AV
oT8Vg7egGwI_000043,people clapping,False,AV
oT8Vg7egGwI_000043,people crowd,False,-
oT8Vg7egGwI_000043,people screaming,False,A
oT8Vg7egGwI_000043,people whistling,False,A
oqT3pTJFv5k_000030,baby babbling,False,AV
oqT3pTJFv5k_000030,baby crying,False,-
oqT3pTJFv5k_000030,baby laughter,False,-
oqT3pTJFv5k_000030,"female speech, woman speaking",False,A
oqT3pTJFv5k_000030,"male speech, man speaking",False,A
oqT3pTJFv5k_000030,people finger snapping,True,AV
oqT3pTJFv5k_000030,people giggling,False,-
ortMPr9w06U_000021,"donkey, ass braying",True,AV
ov_g-r7Vo8M_000030,playing bass drum,False,-
ov_g-r7Vo8M_000030,playing cymbal,True,AV
ov_g-r7Vo8M_000030,playing drum kit,False,AV
ov_g-r7Vo8M_000030,playing snare drum,False,AV
oyVYqVPSL-c_000224,electric grinder grinding,True,AV
oyVYqVPSL-c_000224,wind noise,False,-
pGnTEZvUcuo_000163,"railroad car, train wagon",False,AV
pGnTEZvUcuo_000163,train whistling,True,-
pI2gLesgVes_000009,"alligators, crocodiles hissing",True,AV
pI2gLesgVes_000009,wind noise,False,A
pTY56E9D_cE_000154,car passing by,False,-
pTY56E9D_cE_000154,"engine accelerating, revving, vroom",False,AV
pTY56E9D_cE_000154,plastic bottle crushing,False,-
pTY56E9D_cE_000154,splashing water,False,-
pTY56E9D_cE_000154,spraying water,False,-
pTY56E9D_cE_000154,squishing water,True,-
pawRXvTZnRo_000080,"male speech, man speaking",False,AV
pawRXvTZnRo_000080,using sewing machines,True,AV
pc-FTQNfxx0_000266,disc scratching,True,AV
pc-FTQNfxx0_000266,"male speech, man speaking",False,A
pcGbob7fSgE_000071,people marching,True,AV
pcGbob7fSgE_000071,playing bass drum,False,A
pcGbob7fSgE_000071,playing snare drum,False,AV
pcGbob7fSgE_000071,playing trombone,False,-
pcGbob7fSgE_000071,playing trumpet,False,AV
pp4xXyiezA8_000020,baby crying,False,-
pp4xXyiezA8_000020,"female speech, woman speaking",False,AV
pp4xXyiezA8_000020,"male speech, man speaking",False,AV
pp4xXyiezA8_000020,people sobbing,True,AV
q1SftfE_LF4_000028,playing acoustic guitar,False,AV
q1SftfE_LF4_000028,playing castanets,True,AV
q5h5ldceqqs_000053,air horn,False,-
q5h5ldceqqs_000053,foghorn,False,-
q5h5ldceqqs_000053,hail,True,AV
q5h5ldceqqs_000053,raining,False,-
q5h5ldceqqs_000053,thunder,False,-
q5h5ldceqqs_000053,"vehicle horn, car horn, honking",False,A
q5h5ldceqqs_000053,wind noise,False,A
q5h5ldceqqs_000053,wind rustling leaves,False,A
qHDSQ2RC-sQ_000030,dog barking,False,-
qHDSQ2RC-sQ_000030,singing bowl,True,AV
qHdv60Yqxms_000010,sloshing water,False,-
qHdv60Yqxms_000010,underwater bubbling,False,A
qHdv60Yqxms_000010,whale calling,True,A
qJ2cY646opA_000000,"female speech, woman speaking",False,AV
qJ2cY646opA_000000,people screaming,False,AV
qJ2cY646opA_000000,people slapping,True,AV
qUewZTflBeM_000040,car passing by,False,AV
qUewZTflBeM_000040,"vehicle horn, car horn, honking",True,AV
qeTDQnAZ81w_000067,sloshing water,False,-
qeTDQnAZ81w_000067,swimming,False,V
qeTDQnAZ81w_000067,underwater bubbling,True,AV
qkvIEmIRP4g_000030,car engine idling,False,-
qkvIEmIRP4g_000030,car passing by,False,-
qkvIEmIRP4g_000030,fire truck siren,True,AV
rJftCcAQZEY_000460,"bird chirping, tweeting",False,A
rJftCcAQZEY_000460,"child speech, kid speaking",False,AV
rJftCcAQZEY_000460,cricket chirping,True,A
rJftCcAQZEY_000460,"male speech, man speaking",False,AV
rf8nGoe0u2M_000043,"child speech, kid speaking",False,-
rf8nGoe0u2M_000043,"female speech, woman speaking",False,-
rf8nGoe0u2M_000043,footsteps on snow,True,AV
rf8nGoe0u2M_000043,"male speech, man speaking",False,-
rmPfJgDBeQ8_000020,"bird chirping, tweeting",False,A
rmPfJgDBeQ8_000020,splashing water,False,-
rmPfJgDBeQ8_000020,stream burbling,True,AV
rmPfJgDBeQ8_000020,wind noise,False,-
rsOO65qFPv8_000380,eating with cutlery,False,-
rsOO65qFPv8_000380,lip smacking,False,-
rsOO65qFPv8_000380,"male speech, man speaking",False,AV
rsOO65qFPv8_000380,people eating,False,-
rsOO65qFPv8_000380,people eating noodle,True,AV
sKnCwuTOzwE_000032,hail,True,AV
sKnCwuTOzwE_000032,thunder,False,-
sKnCwuTOzwE_000032,wind noise,False,AV
sKnCwuTOzwE_000032,wind rustling leaves,False,AV
sm7eBFHtdeA_000030,playing drum kit,False,-
sm7eBFHtdeA_000030,playing electronic organ,False,-
sm7eBFHtdeA_000030,playing hammond organ,False,AV
sm7eBFHtdeA_000030,playing piano,False,-
sm7eBFHtdeA_000030,playing synthesizer,False,AV
sm7eBFHtdeA_000030,wind rustling leaves,True,-
t7oAteGa55g_000090,beat boxing,False,-
t7oAteGa55g_000090,playing bass drum,False,-
t7oAteGa55g_000090,playing drum kit,False,A
t7oAteGa55g_000090,"vehicle horn, car horn, honking",True,A
tGUWSgewh0A_000270,playing bass drum,True,-
tGUWSgewh0A_000270,playing drum kit,False,-
tGUWSgewh0A_000270,playing timbales,False,A
tGUWSgewh0A_000270,playing timpani,False,A
tGUWSgewh0A_000270,playing trombone,False,-
tGUWSgewh0A_000270,playing trumpet,False,A
tOTQJaRkmaY_000381,playing congas,True,AV
tVK9-hEfbnY_000021,chinchilla barking,True,AV
t_36kmJA8f4_000020,"bird chirping, tweeting",False,-
t_36kmJA8f4_000020,"male speech, man speaking",False,A
t_36kmJA8f4_000020,sharpen knife,True,AV
tj77zzeFPsc_000267,eating with cutlery,False,V
tj77zzeFPsc_000267,people eating,False,AV
tj77zzeFPsc_000267,people eating noodle,True,V
tj77zzeFPsc_000267,people slurping,False,-
uAl_7AUPI2Q_000036,male singing,False,A
uAl_7AUPI2Q_000036,"male speech, man speaking",False,-
uAl_7AUPI2Q_000036,playing shofar,True,AV
uC505J2Zf3o_000044,cell phone buzzing,True,-
uC505J2Zf3o_000044,"male speech, man speaking",False,A
uH926Sn1pYE_000044,cutting hair with electric trimmers,True,V
uH926Sn1pYE_000044,female singing,False,-
uH926Sn1pYE_000044,playing drum kit,False,-
uH926Sn1pYE_000044,playing synthesizer,False,A
vkxPLFRLAy0_000000,"bird chirping, tweeting",False,A
vkxPLFRLAy0_000000,fox barking,True,AV
vkxPLFRLAy0_000000,wind noise,False,-
vzY4mHyr-F8_000214,beat boxing,False,-
vzY4mHyr-F8_000214,child singing,False,-
vzY4mHyr-F8_000214,female singing,False,-
vzY4mHyr-F8_000214,male singing,False,AV
vzY4mHyr-F8_000214,people humming,True,-
vzY4mHyr-F8_000214,singing choir,False,-
w2bAs3lug3c_000030,"female speech, woman speaking",False,AV
w2bAs3lug3c_000030,goat bleating,True,AV
w2bAs3lug3c_000030,people giggling,False,-
w2bAs3lug3c_000030,people screaming,False,AV
wTOSS0cx50s_000170,"male speech, man speaking",False,AV
wTOSS0cx50s_000170,people cheering,False,-
wTOSS0cx50s_000170,people running,True,AV
wTOSS0cx50s_000170,people screaming,False,-
wTOSS0cx50s_000170,playing drum kit,False,-
wTOSS0cx50s_000170,playing electric guitar,False,-
wq2BsXHkz4E_000378,playing bongo,False,-
wq2BsXHkz4E_000378,playing djembe,True,AV
wq2BsXHkz4E_000378,playing snare drum,False,-
x23S0-ti2Pw_000234,"child speech, kid speaking",False,AV
x23S0-ti2Pw_000234,female singing,False,-
x23S0-ti2Pw_000234,"female speech, woman speaking",False,AV
x23S0-ti2Pw_000234,playing tambourine,True,AV
x2ztI3YNu9o_000030,playing accordion,True,AV
x2ztI3YNu9o_000030,wind rustling leaves,False,-
xRAj37jqdT0_000082,car passing by,False,-
xRAj37jqdT0_000082,hammering nails,True,AV
x_5t0os3A2I_000025,"male speech, man speaking",False,AV
x_5t0os3A2I_000025,playing bongo,True,AV
xanOeYcQpcM_000020,"engine accelerating, revving, vroom",False,-
xanOeYcQpcM_000020,lawn mowing,True,AV
xcATi4rdSu8_000002,"bird chirping, tweeting",False,AV
xcATi4rdSu8_000002,wind noise,False,A
xcATi4rdSu8_000002,wood thrush calling,True,AV
xnMI64kXQA8_000252,cricket chirping,True,AV
xnMI64kXQA8_000252,wind noise,False,-
xnMI64kXQA8_000252,wind rustling leaves,False,V
y3NZZETzVws_000010,"bird chirping, tweeting",False,AV
y3NZZETzVws_000010,chicken clucking,True,AV
y3NZZETzVws_000010,wind noise,False,-
y3b46Xk89rM_000114,"bird chirping, tweeting",False,AV
y3b46Xk89rM_000114,canary calling,False,-
y3b46Xk89rM_000114,eagle screaming,True,-
y3b46Xk89rM_000114,"electric shaver, electric razor shaving",False,-
y3b46Xk89rM_000114,parrot talking,False,-
yInXc5FJNyc_000129,"railroad car, train wagon",False,AV
yInXc5FJNyc_000129,train horning,False,-
yInXc5FJNyc_000129,train wheels squealing,True,AV
ySNRJCMMTu4_000040,"male speech, man speaking",False,A
ySNRJCMMTu4_000040,people cheering,False,-
ySNRJCMMTu4_000040,people clapping,False,-
ySNRJCMMTu4_000040,people crowd,False,AV
ySNRJCMMTu4_000040,people whistling,False,A
ySNRJCMMTu4_000040,playing volleyball,True,V
yUi5HXpdh7s_000103,"male speech, man speaking",False,A
yUi5HXpdh7s_000103,people cheering,False,AV
yUi5HXpdh7s_000103,people crowd,False,AV
yUi5HXpdh7s_000103,people slapping,True,AV
yV_rZSH8tBk_000570,"male speech, man speaking",False,AV
yV_rZSH8tBk_000570,people hiccup,True,AV
yXKFzL5lFKE_000041,lathe spinning,True,AV
yXeKrbtMz2M_000010,"child speech, kid speaking",False,-
yXeKrbtMz2M_000010,"male speech, man speaking",True,AV
yXeKrbtMz2M_000010,playing drum kit,False,A
yXeKrbtMz2M_000010,playing electric guitar,False,A
yXeKrbtMz2M_000010,wind noise,False,-
yXeKrbtMz2M_000010,wind rustling leaves,False,-
ymsvz9dPbog_000116,male singing,False,AV
ymsvz9dPbog_000116,playing acoustic guitar,False,AV
ymsvz9dPbog_000116,playing bass drum,False,-
ymsvz9dPbog_000116,playing cello,False,-
ymsvz9dPbog_000116,playing double bass,False,-
ymsvz9dPbog_000116,playing drum kit,False,AV
ymsvz9dPbog_000116,playing flute,False,A
ymsvz9dPbog_000116,playing snare drum,False,-
ymsvz9dPbog_000116,playing washboard,True,AV
yosIoc4WCsM_000008,"donkey, ass braying",True,AV
yosIoc4WCsM_000008,wind noise,False,A
z3h01MBxikE_000000,missile launch,True,AV
z4HX8-du2nQ_000070,helicopter,True,AV
z4HX8-du2nQ_000070,wind noise,False,-
zF4yWUxbEME_000008,car engine idling,False,AV
zF4yWUxbEME_000008,"engine accelerating, revving, vroom",False,A
zF4yWUxbEME_000008,skidding,True,-
zZ4zhYtg_dM_000120,golf driving,True,AV
zexkXRiD9zk_000050,ocean burbling,False,V
zexkXRiD9zk_000050,sailing,True,AV
zexkXRiD9zk_000050,sea waves,False,AV
zexkXRiD9zk_000050,wind noise,False,-
zi5NCXyuLMI_000230,"female speech, woman speaking",False,-
zi5NCXyuLMI_000230,gibbon howling,True,AV
zj5JwVSZJJ4_000222,hail,True,AV
zj5JwVSZJJ4_000222,"male speech, man speaking",False,A
zj5JwVSZJJ4_000222,thunder,False,-
zj5JwVSZJJ4_000222,wind noise,False,AV
zj5JwVSZJJ4_000222,wind rustling leaves,False,AV
zsZr_xJ7ECQ_000029,baby babbling,False,AV
zsZr_xJ7ECQ_000029,baby laughter,True,AV
zsZr_xJ7ECQ_000029,"bird chirping, tweeting",False,-
zsZr_xJ7ECQ_000029,"male speech, man speaking",False,AV
zsZr_xJ7ECQ_000029,people belly laughing,False,-
